dev,dev_response,dev_response_datetime,id,isedited,rating,review,review_datetime,title,username
"{'id': 9968359, 'body': ""Hey there, thank you so much for the great review. It's thanks to members like you that we have a chance to make an impact in this world and build something that creates value for the community. Thank you for contributing and helping us make it better. We have a lot of great features in store coming soon.\n\nWishing you the very best,\nVikas"", 'modified': '2019-08-02T04:39:35Z'}","Hey there, thank you so much for the great review. It's thanks to members like you that we have a chance to make an impact in this world and build something that creates value for the community. Thank you for contributing and helping us make it better. We have a lot of great features in store coming soon.

Wishing you the very best,
Vikas",2019-08-02 04:39:35,9968359.0,False,5,I love this app. All I have to do is post reviews of my favorite vegan foods and products 10 times then I get to select what animal sanctuary they send $10 to!!! And I get to see reviews from people from all over the world! Highly suggest using this app if you care for animals even just a little.,2019-05-17 14:34:41,Great app for great cause and super easy and informative,becks518
"{'id': 26832088, 'body': 'We appreciate your kind comments!! It is indeed amazing how a community is emerging that tries to make the world a better place. Thank you for your contribution and share our mission also with your friends to create even more impact!', 'modified': '2021-12-14T17:01:08Z'}",We appreciate your kind comments!! It is indeed amazing how a community is emerging that tries to make the world a better place. Thank you for your contribution and share our mission also with your friends to create even more impact!,2021-12-14 17:01:08,26832088.0,False,5,"This app is awesome! It brings like-minded vegans and vegetarians and veggie-curious people together, all in the name of a more mindful and kind diet for the well being of animals and the Earth. The best part of posting is that it actually makes $ for organizations doing great things for the world, it’s both fun and productive :)",2021-12-06 04:15:07,"Thanks abillion, Abillionveg !",knorthway
,,,,False,2,"I’ve been on this app for awhile now.
Long enough that I’m seeing that even if this app has a great purpose I’m almost fed up it’s things not working right.
I tried 3 times to do one review!!
It would not accept any photo I uploaded, there was a red X at the top of the photo. Couldn’t submit my review.
 I’ve had problems with this app ever since I downloaded it like buttons not working and now this, it’s just not worth the headache it’s giving me!",2021-04-27 23:29:36,Love it hate it!!,yofunkylady
,,,,False,5,I always have trouble finding stuff and need to spend hours prior researching menus to find stuff that I can eat at restaurants. This app makes it super easy to pinpoint exactly what is vegetarian/vegan friendly and where. I really love it!!! Thank you guys for your hard work,2020-03-07 17:47:09,Love it!,crowwastaken
,,,,False,5,This is a great concept- post a product/dish review and earn a dollar to donate to a charity of your choice! A good way to see what products are out there while also benefiting causes you care about.,2021-06-22 15:11:23,A great way to share vegan products and donate at the same time!,Pherz94
"{'id': 10674947, 'body': ""Hi there, thank you so much for this positive review. We're working hard to make the experience as great as Instagram and one day hopefully even better. Thank you for making our day with this review. Truly grateful.\n\nAll the best,\nVikas"", 'modified': '2019-09-14T04:38:54Z'}","Hi there, thank you so much for this positive review. We're working hard to make the experience as great as Instagram and one day hopefully even better. Thank you for making our day with this review. Truly grateful.

All the best,
Vikas",2019-09-14 04:38:54,10674947.0,False,5,"For those who travel, or those who want to share their home town options for other travelers, put up great products of vegetarian and vegan places and products, taste reviews, and help donate to charities that help move the cause forward.  This is better than instagram!",2019-09-13 16:35:05,A great way to learn and share!,coolapps12
,,,,False,3,"I love this idea but if I can't get the address into Google maps how do I get there? :(
I tried copying the addy from page but it doesn't allow that :(
Can you integrate Google maps or atleast let me copy the address? Without this the app is hard to use. 
I will not be using apple maps and I will not re type the addy letter by letter into Google maps.",2020-02-29 06:12:21,Google maps,Maydan284
"{'id': 9968189, 'body': ""Hi Becky,\n\nThank you so much for the amazing review. I know the app isn't perfect, actually so far from even great, but thanks to our members like you we have a fighting chance at building this community the right way and making an impact with every step. Love you for contributing and helping build the community. If there's anything we can do to improve please contact me directly at vikas@abillionveg.com\n\nThanks,\nVikas"", 'modified': '2019-08-02T04:13:20Z'}","Hi Becky,

Thank you so much for the amazing review. I know the app isn't perfect, actually so far from even great, but thanks to our members like you we have a fighting chance at building this community the right way and making an impact with every step. Love you for contributing and helping build the community. If there's anything we can do to improve please contact me directly at vikas@abillionveg.com

Thanks,
Vikas",2019-08-02 04:13:20,9968189.0,False,5,"I travel a lot and this has streamlined my search for plant based restaurants! Instead of spending hours googling, I just hop on the app and search by city. My reviews help me remember favorite spots I’ve visited & I frequently refer back to them. Also love that reviews raise money for charities & sanctuaries doing great work! 👌🏼",2019-05-19 14:11:25,Best app for plant based dining!,beckybunny
,,,,False,5,I am passionate about educating people about vegan products and letting people know about the availability of vegan food options and convenience. This app makes it possible and also donates  to vegan organizations for my reviews! It’s awesome ❤️,2020-12-02 19:45:01,The app I’ve been waiting for,themarchgirl
"{'id': 10492282, 'body': ""Hi Joey, I'm really sorry to hear about this frustrating experience. Our content moderation team flags reviews that don't meet guidelines for donation credits. Sometimes we make mistakes, and I want to be sure of what happened in your particular case. Could you please email us at contact@abillionveg.com and we'll be sure to look into this and give you a detailed explanation? Thank you and wishing you all the best, Vikas"", 'modified': '2019-09-03T10:33:22Z'}","Hi Joey, I'm really sorry to hear about this frustrating experience. Our content moderation team flags reviews that don't meet guidelines for donation credits. Sometimes we make mistakes, and I want to be sure of what happened in your particular case. Could you please email us at contact@abillionveg.com and we'll be sure to look into this and give you a detailed explanation? Thank you and wishing you all the best, Vikas",2019-09-03 10:33:22,10492282.0,False,5,I did 2 reviews and initially they counted toward the point goal but then the next morning I still had to do 10 more reviews to reach the donation. That’s totally unfair. My reviews were on different products and 15 minutes apart. I don’t understand why they were canceled.,2019-08-15 12:21:30,I’m so frustrated!!,Joey Heft
"{'id': 9968356, 'body': ""Hey there,\n\nYou're amazing! Thank you so much for the nice review and for being part of our mission to build a global community of change-makers driving our mission for a more compassionate world for all. There are a lot of exciting new improvements coming to the app this summer and fall and I hope you like what you see so far!\n\nWishing you the very best,\nVikas\n"", 'modified': '2021-11-06T00:49:53Z'}","Hey there,

You're amazing! Thank you so much for the nice review and for being part of our mission to build a global community of change-makers driving our mission for a more compassionate world for all. There are a lot of exciting new improvements coming to the app this summer and fall and I hope you like what you see so far!

Wishing you the very best,
Vikas
",2021-11-06 00:49:53,9968356.0,True,5,"I love the abillionveg app and their mission. They are spreading such a good and compassionate message while supporting sanctuaries and organization that align to the same mission. I highly recommend this app, it also allows users to hear about new vegan products and places that have vegan dishes.",2021-11-06 00:49:53,abillionveg is AWESOME!,Court p
"{'id': 9967425, 'body': ""Hi there, thank you so much for the review and great feedback. In the next couple of updates slated in the next 4-6 weeks you'll see a big improvement in the location based searches available in the app. We're taking the approach of building an authentic community, so the results you see have been added by the community rather than by us aggregating from other online sources. We're a year old, and while in 90 countries and the US being the biggest one, it's still a very big place. I hope you'll consider contributing to helping build the community by posting a few reviews.\n\nThanks so much,\nVikas"", 'modified': '2019-08-02T03:03:04Z'}","Hi there, thank you so much for the review and great feedback. In the next couple of updates slated in the next 4-6 weeks you'll see a big improvement in the location based searches available in the app. We're taking the approach of building an authentic community, so the results you see have been added by the community rather than by us aggregating from other online sources. We're a year old, and while in 90 countries and the US being the biggest one, it's still a very big place. I hope you'll consider contributing to helping build the community by posting a few reviews.

Thanks so much,
Vikas",2019-08-02 03:03:04,9967425.0,False,3,"The concept is great but my main issue is that there is no way to search by state or city, just by country. I live in NJ and it says there’s nothing near me, even though I know of a few vegan restaurants in my area. It seems other people are having the same complaints. Until the app is more functional I won’t be using it. But I like the idea of it and it never lagged or crashed, so that’s good.",2019-07-24 04:28:36,It’s OK,KimJongin1
"{'id': 25153838, 'body': 'Thank you for the kind review. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.', 'modified': '2021-11-07T18:47:38Z'}",Thank you for the kind review. We love to hear that you’re staying active on our platform. Keep reviewing plant-based products and making a positive impact through abillion.,2021-11-07 18:47:38,25153838.0,True,5,Love this app - it’s a great resource for those you want to transition to a plant based/vegan lifestyle and for those who are already there. PLUS you can support so many worthy animal sanctuaries etc and other good causes - post a review - donate $. Super simple. It’s a win win.,2021-11-07 18:47:38,So helpful,yumiph
"{'id': 13408666, 'body': ""Hi Sue,\n\nI'm so grateful for your positive review of the app. It's not perfect, and we have a very long road to achieving our goals, but our members like you give us a lot of courage and hope that we can get there. If there's ever anything we can do to make the experience better for you, please reach out to me directly. I'm @vikas on the app.\n\nWishing you all the best,\nVikas"", 'modified': '2020-02-11T01:27:26Z'}","Hi Sue,

I'm so grateful for your positive review of the app. It's not perfect, and we have a very long road to achieving our goals, but our members like you give us a lot of courage and hope that we can get there. If there's ever anything we can do to make the experience better for you, please reach out to me directly. I'm @vikas on the app.

Wishing you all the best,
Vikas",2020-02-11 01:27:26,13408666.0,False,5,"I’m in a new area, fully vegan only 18 months,  and a single grandma. This app is helping me in so many ways and I’m extremely grateful. I’m not able to financially donate the way I want, so being able to support a sanctuary that I follow by giving reviews makes me so happy.",2020-01-20 18:41:33,So Many Benefits,Suebeehoneym
,,,,False,5,"This app allows Vegans to connect through food and share their opinions on Vegan products while informing g the companies of ways to improve their services sand products. Furthermore, reviews contribute to animal rescue, which is great as well! Great app! Thanks, for providing it!",2020-09-07 21:18:26,Great Vegan App,veganconesuire
"{'id': 10136768, 'body': ""Hi there thanks very much for the feedback. Our platform is being built on genuine member reviews rather than plugging in a bunch of content from other online sources. We're a year old and just crossed 50k reviews, which means in some places in the world we have a ton of reviews but in others you might be the first person. Try posting a review of your favorite vegan dish near you and then you'll see it pop up in the map. If that's too much for you, it's ok, we understand, and hope you'll come back in a few months and see more relevant content that others have posted. Thanks very much for the feedback.\n\nAll the best,\nVikas"", 'modified': '2019-08-13T01:50:23Z'}","Hi there thanks very much for the feedback. Our platform is being built on genuine member reviews rather than plugging in a bunch of content from other online sources. We're a year old and just crossed 50k reviews, which means in some places in the world we have a ton of reviews but in others you might be the first person. Try posting a review of your favorite vegan dish near you and then you'll see it pop up in the map. If that's too much for you, it's ok, we understand, and hope you'll come back in a few months and see more relevant content that others have posted. Thanks very much for the feedback.

All the best,
Vikas",2019-08-13 01:50:23,10136768.0,False,1,"I found this app through Instagram and the whole concept of the app was brilliant and super useful. But I was very disappointed when I downloaded the app to have it say there was nothing around me when I know of many, many, many, places where I can eat vegan even if the restaurant isn’t. I’m very confused about the app and what it’s supposed to do at this point since I see nothing on the map but a blue pin for a restaurant that hasn’t been reviewed??",2019-08-06 17:05:58,Disappointed and left confused,Every_time_under_cover
"{'id': 9968161, 'body': ""Hi there, thank you so much for supporting the community with your wonderful reviews. It means a lot to us to have members like you. We're working hard to improve, we know there are lots of flaws and lots of places to improve. Really appreciate your support.\n\nAll the best,\nVikas\n"", 'modified': '2021-06-21T16:42:04Z'}","Hi there, thank you so much for supporting the community with your wonderful reviews. It means a lot to us to have members like you. We're working hard to improve, we know there are lots of flaws and lots of places to improve. Really appreciate your support.

All the best,
Vikas
",2021-06-21 16:42:04,9968161.0,True,5,"I am so glad it is a charitable app that is vegan and donates to animal sanctuaries like Wuwei in China where it’s so needed ! The abv team is great, and it’s cool to see international reviews, as I’m from California. They are also updating often with great additions and to get the quirks out!",2021-06-21 16:42:04,Use this app!!,veghui
"{'id': 24846604, 'body': 'IzoldaT, thank you so much for your kind words and thanks for supporting abillion with your reviews. Keep on reviewing and spreading the word about our mission!!', 'modified': '2021-09-01T10:15:09Z'}","IzoldaT, thank you so much for your kind words and thanks for supporting abillion with your reviews. Keep on reviewing and spreading the word about our mission!!",2021-09-01 10:15:09,24846604.0,False,5,"I love this app. I travel a lot so it’s great to see other cities and places with vegan foods that have been reviewed by people I like and whose opinions I trust. Plus, it feels like a real community on the app. Highly recommended.",2021-08-28 12:57:05,Terrific and easy to use,IzoldaT
,,,,False,5,"This is the most creative as influential app to date! I must say, I am shocked to see so much unhealthy junk food on a vegan app. It would be nice to see more awareness spread about healthy eating.",2021-11-06 01:23:46,Changing the world for the better!,Cheftique
"{'id': 26546629, 'body': ""That's so true! Vegan was never so easy! Thank you for all your support and share abillion with others to grow our donations and community!!"", 'modified': '2021-11-29T23:51:13Z'}",That's so true! Vegan was never so easy! Thank you for all your support and share abillion with others to grow our donations and community!!,2021-11-29 23:51:13,26546629.0,False,5,It’s so easy to take a quick picture of a product or dish and write a quick review. 10 reviews = $10 to the animal organization(s) of your choice!,2021-11-24 11:12:32,Easy donations,Gentle Squash
"{'id': 9968087, 'body': ""Hey there thank you so much for this great feedback. The current search radius on the near me map is 1.25km because we polled people about how far they'd walk for food, but you're right we need more optionality here for all test cases. Thanks for pointing that out, we'll definitely work on improving this in an upcoming release. We're building the team and adding a lot of improvements to existing features coming up soon.\n\nWishing you all the best,\nVikas\n"", 'modified': '2019-08-02T04:04:33Z'}","Hey there thank you so much for this great feedback. The current search radius on the near me map is 1.25km because we polled people about how far they'd walk for food, but you're right we need more optionality here for all test cases. Thanks for pointing that out, we'll definitely work on improving this in an upcoming release. We're building the team and adding a lot of improvements to existing features coming up soon.

Wishing you all the best,
Vikas
",2019-08-02 04:04:33,9968087.0,False,2,"You guys need to fix the map and search function on your app, it makes it really hard to find places near you. It automatically zooms in really close, you can’t choose to search over a wide area. There’s also no option to search by distance in the normal search, only rating, price and cuisine. It would be really great if not for that.",2019-07-08 02:01:14,Fix the Map/Search Function!!!,akacleo
"{'id': 9968250, 'body': ""Hi Steph,\n\nYou've been there for us helping build this community from the beginning! It means so much to have amazing members like you that appreciate what we're working on and helping by contributing reviews and making it easier for others to find great options. We are growing, 40k reviews now in 86 countries, and we have a lot of work ahead of us so we can get to a million reviews by the end of next year. Yup, that's right, that's a million dollars we want to donate next year to animal rescue around the world!\n\nWishing you the very best,\n\nVikas"", 'modified': '2019-08-02T04:18:36Z'}","Hi Steph,

You've been there for us helping build this community from the beginning! It means so much to have amazing members like you that appreciate what we're working on and helping by contributing reviews and making it easier for others to find great options. We are growing, 40k reviews now in 86 countries, and we have a lot of work ahead of us so we can get to a million reviews by the end of next year. Yup, that's right, that's a million dollars we want to donate next year to animal rescue around the world!

Wishing you the very best,

Vikas",2019-08-02 04:18:36,9968250.0,False,5,"I love this app! It’s easy to use and the process of submitting reviews is quick. ABV seems to be growing fast, and has become my go-to place to find local and non-local vegan products. Plus, they partner with and donate to animal rescues. How awesome!",2019-05-17 17:10:40,Wonderful resource for vegan living,stphsmth
"{'id': 10136999, 'body': ""Hi Diana,\n\nThank you so much for the great review of the platform. We have a lot of work to do in making the app even better and more useful for you and the rest of the community. If we get this right, we'll have made a huge impact together on food systems and sustainability across the world.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-13T02:07:17Z'}","Hi Diana,

Thank you so much for the great review of the platform. We have a lot of work to do in making the app even better and more useful for you and the rest of the community. If we get this right, we'll have made a huge impact together on food systems and sustainability across the world.

Wishing you all the best,
Vikas",2019-08-13 02:07:17,10136999.0,False,5,"This app is a great way to explore vegan and vegetarian restaurants and dishes around you. I personally use this as a good journal to remember all the restaurants I’ve tried. Also, it’s wonderful that the all  donates money to animal sanctuaries after you review enough dishes.",2018-09-06 14:50:46,Great way to explore,diiaaannnnaaaaa
"{'id': 12736471, 'body': ""Wow, thank you so much! We couldn't do what we're doing without the help and support of members in our community like you. Thank you for joining and contributing in helping build the movement. We have big updates to the app coming this month so remember to keep it updated and let us know what you think!\n\nAll the best,\nVikas"", 'modified': '2020-01-06T02:38:32Z'}","Wow, thank you so much! We couldn't do what we're doing without the help and support of members in our community like you. Thank you for joining and contributing in helping build the movement. We have big updates to the app coming this month so remember to keep it updated and let us know what you think!

All the best,
Vikas",2020-01-06 02:38:32,12736471.0,False,5,I love this app. I feel like this will come in handy when and I travel and I think it’s a great opportunity to review places for others to see all at once and decide where to go. Definitely a must have app for vegans.,2020-01-05 04:05:06,Best app for vegans,Frommeandmeonlyii
,,,,False,5,"Such a helpful community of people dedicated to making plant based eating easy and fun. 
I look forward to sharing my new finds on the app, knowing it’s helping plant based companies and donating to sanctuaries on my behalf (for free!).",2020-09-13 19:55:37,Lovely,Hopearooni
,,,,False,5,"I don’t know how this works for every 10 reviews worth $10, but I am utterly grateful towards the team working behind this.",2022-01-27 22:39:06,Straight forward and Easy to use.,kemmyrai
"{'id': 9968409, 'body': ""Hey there thank you so much for the wonderful review. It's only because of members like you that we have a chance to build this movement and make an impact. I'm so encouraged to hear how people are using the platform, what they like, what they don't and see how we can improve. There are so many exciting features in the works to make the platform even better for you.\n\nWishing you the very best,\nVikas"", 'modified': '2021-07-12T01:32:38Z'}","Hey there thank you so much for the wonderful review. It's only because of members like you that we have a chance to build this movement and make an impact. I'm so encouraged to hear how people are using the platform, what they like, what they don't and see how we can improve. There are so many exciting features in the works to make the platform even better for you.

Wishing you the very best,
Vikas",2021-07-12 01:32:38,9968409.0,True,5,I thought being vegan would be so hard but this app makes it so much easier for me. Lately I’ve been telling all my friends about this!,2021-07-12 01:32:38,So much fun!,good plant hunting
,,,,False,5,"Everything about this app is fun. Reviewing food I have tried, reading reviews, finding new products, looking at photos, learning about new restaurants, and donating to causes. A really cool community.",2021-04-27 16:14:13,A Great Idea,The Little Red Haired Girl
"{'id': 15887170, 'body': ""Hi ELLJ173,\n\nYou can go to your phone's Settings > abillionveg > Photos > Read and Write , and tap on allow access. Please write to us at contact@abillionveg.com if you still are not able to post photos. We'd love for you to come back give us another chance. "", 'modified': '2020-06-10T15:22:56Z'}","Hi ELLJ173,

You can go to your phone's Settings > abillionveg > Photos > Read and Write , and tap on allow access. Please write to us at contact@abillionveg.com if you still are not able to post photos. We'd love for you to come back give us another chance. ",2020-06-10 15:22:56,15887170.0,True,5,I love this app! It is so easy to use and I love the concept of it. I have already been able to make a donation in the short time I have been using the app.,2020-06-10 15:22:56,Such a great idea!,ELLJ173
"{'id': 27240162, 'body': 'Thank you very much, we hope you have discovered many new vegan and cruelty free products. Keep making an impact with your reviews on abillion 💚', 'modified': '2022-01-04T21:52:38Z'}","Thank you very much, we hope you have discovered many new vegan and cruelty free products. Keep making an impact with your reviews on abillion 💚",2022-01-04 21:52:38,27240162.0,False,5,It’s super nice to have a convenient app to look up/scroll through the new and tried reviews for such a wide variety of plant based and cruelty free products!,2021-12-26 04:48:44,Amazing app,CSlade_Vegan
"{'id': 25288661, 'body': ""Thank you! Sharing is caring and learning and donating in abillion's case. Keep on making an impact with us and share our mission with your friends and family."", 'modified': '2021-11-17T05:48:05Z'}",Thank you! Sharing is caring and learning and donating in abillion's case. Keep on making an impact with us and share our mission with your friends and family.,2021-11-17 05:48:05,25288661.0,True,5,When we share we learn about products and places at the same time get another way to donate to great causes. Love it! Absolutely wonderful!,2021-11-17 05:48:05,Love the Concept!,KMach0923
"{'id': 9968229, 'body': ""Hey there Rachel,\n\nThank you for the great feedback. We're going to be making the product reviews and ability to find products by locations much better over the next few months. Love that you are using the platform to support the animals and staff at Spring Farm. Robin and her team are absolutely wonderful and appreciate the support.\n\nWishing you the very best,\nVikas"", 'modified': '2019-08-02T04:16:45Z'}","Hey there Rachel,

Thank you for the great feedback. We're going to be making the product reviews and ability to find products by locations much better over the next few months. Love that you are using the platform to support the animals and staff at Spring Farm. Robin and her team are absolutely wonderful and appreciate the support.

Wishing you the very best,
Vikas",2019-08-02 04:16:45,9968229.0,False,5,"wow abv is for such a great cause and it’s so easy to use!! I wish that you could see where someone bought a product, but everything else is amazing! I’ve donated so much money to Spring Farm Sanctuary in MN using this app!",2019-05-17 22:00:48,wonderful app!!!!!,0211rachel
,,,,False,5,A great way to support organizations through donations simply by posting reviews of products I’ve tried 🌱❤️🐾 Win/Win 👏🏻,2020-06-10 03:23:15,Giving Back through Reviews,Suzy211
,,,,False,5,Hopefully users of this app are more than aware that much more is at stake during times like this. It is important to bring awareness of animal freedom & social attention.,2020-10-02 07:58:34,“TheWokeApp”,josefochoa
,,,,False,5,Great app to discover new plant based products and way to give back by donating for each product you review.,2021-08-21 11:41:20,Great app to discover new plant based products,Mr. BlueIceberg
"{'id': 12145265, 'body': ""Hi there,\n\nThank you so much for the positive review of abillionveg. We're working to make the search results and the map features more integrated so you can just put in any location and the map will show you options. It's 1-2 app releases away so please look out for that along with other new features and improvements. Thank you for being part of the abillionveg movement.\n\nWishing you all the best,\nVikas"", 'modified': '2019-12-02T01:36:57Z'}","Hi there,

Thank you so much for the positive review of abillionveg. We're working to make the search results and the map features more integrated so you can just put in any location and the map will show you options. It's 1-2 app releases away so please look out for that along with other new features and improvements. Thank you for being part of the abillionveg movement.

Wishing you all the best,
Vikas",2019-12-02 01:36:57,12145265.0,False,4,"Like the app: easy to navigate, functional, and simple. Only knock I have is that there’s no way to sort search results by distance! There were a few dishes in MN that looked delicious, but it’s a shame I live 2,000 miles away from them",2019-11-25 03:21:31,"So far, so good",Optimus215
"{'id': 10136971, 'body': ""Hey there, thank you so much for the kind review. We're grateful for all the amazing reviews and for you helping build our community of change makers across the world working to improve food systems and sustainability.\n\nWishing you all the best,\nVikas"", 'modified': '2019-08-13T02:06:07Z'}","Hey there, thank you so much for the kind review. We're grateful for all the amazing reviews and for you helping build our community of change makers across the world working to improve food systems and sustainability.

Wishing you all the best,
Vikas",2019-08-13 02:06:07,10136971.0,False,5,"I love this app- not only is it easy to navigate and use, but it’s incredibly helpful to locate plant-based meals when you’re traveling, and supports an awesome cause!! Would highly recommend it.",2018-09-06 15:04:28,"Awesome App, awesome mission",Im.zebramazing
"{'id': 15615025, 'body': ""Hi Lex1234567890123456789,\n\nSo sorry to know you've been having issues. Please send us a screen recording of your app when you are trying to post a review at contact@abillionveg.com and we'll personally look into it. We would love to hear any other feedback you might have. \n\nThanks a ton,\nabillionveg"", 'modified': '2020-05-28T03:53:55Z'}","Hi Lex1234567890123456789,

So sorry to know you've been having issues. Please send us a screen recording of your app when you are trying to post a review at contact@abillionveg.com and we'll personally look into it. We would love to hear any other feedback you might have. 

Thanks a ton,
abillionveg",2020-05-28 03:53:55,15615025.0,False,3,"I love that it shows places that people visit which are vegetarian/vegan but when I want to make a review, it never works. Can’t find all the places I’ve been to. And won’t let me add them either. I want to share and donate too :(",2020-05-27 16:44:38,It won’t let me upload,Lex1234567890123456789
"{'id': 12718696, 'body': ""Hey there,\n\nThank you so much for the great feedback. Thanks to your efforts in posting reviews locally the next person in your area isn't going to have to search too hard! Please keep going and help us make being sustainable easier for everyone.\n\nWe used to have FB sign up but found that it really didn't save time for most people and technically posed some challenges so we stopped using it. But we'll definitely reconsider along with Google login. Thank you so much for the tip!\n\nAll the best,\nVikas\n"", 'modified': '2020-01-04T08:18:42Z'}","Hey there,

Thank you so much for the great feedback. Thanks to your efforts in posting reviews locally the next person in your area isn't going to have to search too hard! Please keep going and help us make being sustainable easier for everyone.

We used to have FB sign up but found that it really didn't save time for most people and technically posed some challenges so we stopped using it. But we'll definitely reconsider along with Google login. Thank you so much for the tip!

All the best,
Vikas
",2020-01-04 08:18:42,12718696.0,False,4,This app is pretty cool! I love that I can find vegan food and products where I am (tho I live in podunk-nowhere so nothing actually shows up in my area unfortunately) and that reviews help good causes! Though I wish I could sign in using my Facebook account.,2019-12-24 17:10:41,Pretty cool!,Topsy-Turvy Hellfire
"{'id': 24045658, 'body': 'We appreciate your kind comments Celman96. Your reviews make a difference to the causes we support. Continue making a positive impact through abillion.', 'modified': '2021-07-21T08:09:08Z'}",We appreciate your kind comments Celman96. Your reviews make a difference to the causes we support. Continue making a positive impact through abillion.,2021-07-21 08:09:08,24045658.0,False,5,I love this app! It’s a great way to find new restaurants and products as well as a good way to tracks the things I’ve already tried! I highly recommend!,2021-07-15 20:55:54,ABILLION TIMES YES!,Celman96
,,,,False,5,"Love this app!! Review vegan products, post it and get 1$ for each post then donate to a great cause that you get to pick! I have found a lot of new things I want to try!",2021-06-23 10:40:08,GO VEGAN,cuntyvegan
,,,,False,5,"What a creative way to share vegan products, while also supporting nonprofits making a difference in the world💖.",2020-04-14 12:57:14,Genius!,tbright17
"{'id': 10137050, 'body': ""Hey Michael,\n\nThank you so much for helping build the community and for this review. We've come a long way in the past year but have so much more work to do in making the platform truly great for our community. Stay tuned!\n\nAll the best,\nVikas"", 'modified': '2019-08-13T02:12:41Z'}","Hey Michael,

Thank you so much for helping build the community and for this review. We've come a long way in the past year but have so much more work to do in making the platform truly great for our community. Stay tuned!

All the best,
Vikas",2019-08-13 02:12:41,10137050.0,False,5,"Not only does this show you where vegan and vegan friendly restaurants are, it Provides useful reviews of specific dishes in each place.",2018-07-06 11:18:00,Great for finding vegan food,Mgsuch
"{'id': 10713361, 'body': ""Hi Rislyn,\n\nThank you so much for the review. In the next 60 days you're going to see a big update to the app that makes location based searches so much better. We're sorry that it hasn't been a great experience so far, but it's something we're working on. I hope you'll give us another shot soon. Wishing you all the best, Vikas"", 'modified': '2019-09-17T01:51:34Z'}","Hi Rislyn,

Thank you so much for the review. In the next 60 days you're going to see a big update to the app that makes location based searches so much better. We're sorry that it hasn't been a great experience so far, but it's something we're working on. I hope you'll give us another shot soon. Wishing you all the best, Vikas",2019-09-17 01:51:34,10713361.0,False,1,"I live in a huge city.  I tried searching my neighborhood (also very large) and my city.  My neighborhood was broken into 2 words when I finally found a review, so I tried searching that way. Nope. Most results came from other states. I don’t have time to search through everything to find my neighborhood options. I like the concept, but not the execution.",2019-09-16 15:30:35,"Nice concept, poor execution.",Rislyn Darkling
,,,,False,5,I am thrilled to be a part of such a giving app … I hope to be a part of abillion for many years to come.,2021-11-05 18:26:15,Love this app,kicked out 1
"{'id': 26258232, 'body': 'Thank you very much Ani Carl, we are delighted to hear that we are a great source for vegan and sustainable products and dishes. Keep making an impact with abillion -review by review!', 'modified': '2021-11-14T18:29:32Z'}","Thank you very much Ani Carl, we are delighted to hear that we are a great source for vegan and sustainable products and dishes. Keep making an impact with abillion -review by review!",2021-11-14 18:29:32,26258232.0,False,5,Great source of info on food and items to buy! Love the donations for reviews too! What a great idea to make this app!,2021-11-07 21:18:58,Love this and the donations for reviews are incredible,Ani Carl
"{'id': 9968386, 'body': ""Hi Elizabeth, thank you so much for the great review! It means a lot to all of us at abillionveg to have amazing members like you contributing to the community and helping build this movement and getting more people plugged into saving animals.\n\nWe'd love to get Goatlandia on board as a partner! If you know someone there just shoot me their info at vikas@abillionveg.com\n\nThanks,\nVikas"", 'modified': '2019-08-02T04:44:17Z'}","Hi Elizabeth, thank you so much for the great review! It means a lot to all of us at abillionveg to have amazing members like you contributing to the community and helping build this movement and getting more people plugged into saving animals.

We'd love to get Goatlandia on board as a partner! If you know someone there just shoot me their info at vikas@abillionveg.com

Thanks,
Vikas",2019-08-02 04:44:17,9968386.0,False,5,"I’m relatively new to the plant based lifestyle and I appreciate the support and tips.  I was also excited to hear that they support local farm sanctuaries.  Here’s a shout out to my favorite, Goatlandia in Sonoma county.",2019-05-17 14:23:00,Love this app and the animal sanctuaries they support!,Elizabeth GD
,,,,False,5,"This app is easy to use, and super rewarding. Learn about vegan food near you and vegan products while helping animals. Vegans and non vegans will enjoy this app.",2021-11-07 12:20:14,Favorite App,SRW484
"{'id': 13408647, 'body': ""Hi there,\n\nThank you so much for the positive review. We're working hard to create a platform and community that can show the world that social media and marketplaces can be built from the ground up to deliver impact. Every one of your choices as a consumer can contribute to a healthier planet, so from all of us at abillionveg, thank you. We're grateful that you're part of this journey!\n\nAll the best,\nVikas\n"", 'modified': '2020-02-11T01:25:52Z'}","Hi there,

Thank you so much for the positive review. We're working hard to create a platform and community that can show the world that social media and marketplaces can be built from the ground up to deliver impact. Every one of your choices as a consumer can contribute to a healthier planet, so from all of us at abillionveg, thank you. We're grateful that you're part of this journey!

All the best,
Vikas
",2020-02-11 01:25:52,13408647.0,False,5,"This is by far the easiest & cheapest way to help save animal lives. There are no strings attached... just review, raise money, and donate! So far I’ve raised $50. Now almost anyone can help animals.",2020-01-18 01:45:23,Saves Animal Lives,VvVampire
